,Capstone,Thesis,Case Study,Feasibility Study,Total
keywords—overlap,0.0,1.0,0.0,0.0,1.0
keywords—path,0.0,1.0,0.0,0.0,1.0
keywords—pedestrian,0.0,1.0,0.0,0.0,1.0
keywords—person,0.0,1.0,0.0,0.0,1.0
keywords—pl,0.0,1.0,0.0,0.0,1.0
keywords—plagiar,0.0,1.0,0.0,0.0,1.0
keywords—pluck,0.0,1.0,0.0,0.0,1.0
keywords—postgradu,0.0,1.0,0.0,0.0,1.0
keywords—postquantum,0.0,1.0,0.0,0.0,1.0
keywords—pow,0.0,1.0,0.0,0.0,1.0
keywords—precis,0.0,1.0,0.0,0.0,1.0
keywords—privaci,0.0,1.0,0.0,0.0,1.0
keywords—profil,0.0,1.0,0.0,0.0,1.0
keywords—prosod,0.0,1.0,0.0,0.0,1.0
keywords—quest,0.0,1.0,0.0,0.0,1.0
keywords—regress,0.0,1.0,0.0,0.0,1.0
keywords—rel,0.0,1.0,0.0,0.0,1.0
keywords—robot,0.0,1.0,0.0,0.0,1.0
keywords—rr,0.0,1.0,0.0,0.0,1.0
keywords—rur,0.0,1.0,0.0,0.0,1.0
keywords—sdn,0.0,1.0,0.0,0.0,1.0
keywords—search,0.0,1.0,0.0,0.0,1.0
keywords—segment,0.0,1.0,0.0,0.0,1.0
keywords—sensor,0.0,1.0,0.0,0.0,1.0
keywords—senti,0.0,4.0,0.0,0.0,4.0
keywords—seri,0.0,1.0,0.0,0.0,1.0
keywords—serversid,0.0,1.0,0.0,0.0,1.0
keywords—skin,0.0,1.0,0.0,0.0,1.0
keywords—smart,0.0,2.0,0.0,0.0,2.0
keywords—smartphon,0.0,1.0,0.0,0.0,1.0
keywords—soci,0.0,2.0,0.0,0.0,2.0
keywords—spati,0.0,1.0,0.0,0.0,1.0
keywords—spel,0.0,1.0,0.0,0.0,1.0
keywords—stack,0.0,1.0,0.0,0.0,1.0
keywords—stat,0.0,1.0,0.0,0.0,1.0
keywords—stock,0.0,1.0,0.0,0.0,1.0
keywords—stopword,0.0,1.0,0.0,0.0,1.0
keywords—strok,0.0,1.0,0.0,0.0,1.0
keywords—supervis,0.0,1.0,0.0,0.0,1.0
keywords—support,0.0,1.0,0.0,0.0,1.0
keywords—sustain,0.0,1.0,0.0,0.0,1.0
keywords—systemat,0.0,2.0,0.0,0.0,2.0
keywords—teamwork,0.0,1.0,0.0,0.0,1.0
keywords—test,0.0,1.0,0.0,0.0,1.0
keywords—tim,0.0,2.0,0.0,0.0,2.0
keywords—timeawar,0.0,1.0,0.0,0.0,1.0
keywords—trainingspe,0.0,1.0,0.0,0.0,1.0
keywords—transf,0.0,1.0,0.0,0.0,1.0
keywords—triz,0.0,1.0,0.0,0.0,1.0
keywords—tumor,0.0,2.0,0.0,0.0,2.0
keywords—twitt,0.0,1.0,0.0,0.0,1.0
keywords—undergradu,0.0,1.0,0.0,0.0,1.0
keywords—us,0.0,3.0,0.0,0.0,3.0
keywords—usct,0.0,1.0,0.0,0.0,1.0
keywords—virtu,0.0,2.0,0.0,0.0,2.0
keywords—visu,0.0,1.0,0.0,0.0,1.0
keywords—weath,0.0,1.0,0.0,0.0,1.0
keywords—wid,0.0,1.0,0.0,0.0,1.0
keywords—women,0.0,1.0,0.0,0.0,1.0
keywords—workflow,0.0,1.0,0.0,0.0,1.0
kfmc,0.0,1.0,0.0,0.0,1.0
kilenthong,0.0,0.0,1.0,0.0,1.0
kiliog,0.0,0.0,0.0,8.0,8.0
kilo,0.0,1.0,1.0,12.0,14.0
kilobit,0.0,1.0,0.0,0.0,1.0
kilogram,0.0,1.0,0.0,12.0,13.0
kilomet,0.0,0.0,0.0,10.0,10.0
kinamlutan,0.0,0.0,0.0,10.0,10.0
kind,11.0,4.0,3.0,4.0,22.0
kinemat,0.0,2.0,0.0,0.0,2.0
king,0.0,1.0,0.0,0.0,1.0
kingdom,0.0,4.0,0.0,0.0,4.0
kinilaw,0.0,0.0,0.0,2.0,2.0
kit,0.0,1.0,0.0,0.0,1.0
kitchen,0.0,0.0,5.0,2.0,7.0
kitchenett,0.0,0.0,10.0,6.0,16.0
kleinberg,0.0,1.0,0.0,0.0,1.0
km12,0.0,0.0,2.0,0.0,2.0
kmean,0.0,5.0,0.0,0.0,5.0
knearest,0.0,14.0,0.0,0.0,14.0
knew,0.0,0.0,1.0,0.0,1.0
knot,0.0,1.0,0.0,0.0,1.0
know,25.0,4.0,20.0,0.0,49.0
knowhow,0.0,0.0,0.0,2.0,2.0
knowledg,38.0,45.0,33.0,12.0,128.0
knowledgebas,2.0,4.0,0.0,0.0,6.0
knowledgeshar,0.0,1.0,0.0,0.0,1.0
known,5.0,13.0,10.0,16.0,44.0
kobo,0.0,0.0,0.0,2.0,2.0
kolek,2.0,0.0,0.0,0.0,2.0
kolkata,0.0,0.0,2.0,0.0,2.0
kong,0.0,0.0,4.0,0.0,4.0
konijnendijk,0.0,0.0,0.0,2.0,2.0
korea,0.0,4.0,1.0,0.0,5.0
kraft,0.0,0.0,0.0,2.0,2.0
krakow,0.0,0.0,2.0,0.0,2.0
kruskalw,0.0,0.0,2.0,0.0,2.0
kuala,0.0,1.0,0.0,0.0,1.0
kudar,0.0,0.0,0.0,2.0,2.0
kudarat,0.0,0.0,0.0,12.0,12.0
kulo,0.0,0.0,0.0,6.0,6.0
kuwait,0.0,0.0,1.0,0.0,1.0
kuwaiti,0.0,0.0,2.0,0.0,2.0
label,0.0,13.0,16.0,0.0,29.0
labor,6.0,6.0,9.0,28.0,49.0
laboratori,2.0,4.0,2.0,0.0,8.0
laboratoryprepar,0.0,1.0,0.0,0.0,1.0
labori,0.0,1.0,0.0,0.0,1.0
labour,0.0,0.0,1.0,0.0,1.0
lack,16.0,19.0,16.0,12.0,63.0
lactat,0.0,0.0,0.0,2.0,2.0
ladi,0.0,0.0,2.0,0.0,2.0
lag,0.0,0.0,1.0,4.0,5.0
lagic,0.0,0.0,1.0,0.0,1.0
lago,0.0,0.0,5.0,0.0,5.0
lagoon,0.0,0.0,0.0,2.0,2.0
lakh,0.0,0.0,2.0,0.0,2.0
lambda,0.0,1.0,0.0,0.0,1.0
lami,0.0,1.0,0.0,0.0,1.0
lamin,0.0,6.0,0.0,0.0,6.0
lanbas,1.0,0.0,0.0,0.0,1.0
land,23.0,4.0,0.0,34.0,61.0
landfil,1.0,0.0,0.0,0.0,1.0
landlord,6.0,0.0,0.0,0.0,6.0
landmark,0.0,1.0,0.0,2.0,3.0
landsat,0.0,1.0,0.0,0.0,1.0
landsat9,0.0,3.0,0.0,0.0,3.0
landscap,2.0,1.0,2.0,2.0,7.0
landslid,0.0,1.0,0.0,0.0,1.0
landus,1.0,0.0,0.0,0.0,1.0
landwat,0.0,3.0,0.0,0.0,3.0
lane,15.0,4.0,0.0,0.0,19.0
lang,0.0,0.0,1.0,0.0,1.0
langihan,0.0,0.0,1.0,4.0,5.0
languag,23.0,102.0,4.0,0.0,129.0
laplacian,0.0,3.0,0.0,0.0,3.0
laplacianbas,0.0,1.0,0.0,0.0,1.0
laps,0.0,0.0,1.0,0.0,1.0
laptop,3.0,1.0,11.0,0.0,15.0
laptopus,0.0,0.0,1.0,0.0,1.0
lapulapu,0.0,0.0,3.0,0.0,3.0
laravel,6.0,0.0,0.0,0.0,6.0
larg,13.0,43.0,20.0,10.0,86.0
larger,3.0,7.0,0.0,2.0,12.0
largervarieti,0.0,0.0,0.0,2.0,2.0
larges,0.0,0.0,1.0,0.0,1.0
largescal,0.0,1.0,1.0,0.0,2.0
largest,3.0,3.0,3.0,4.0,13.0
lasar,0.0,0.0,2.0,0.0,2.0
laser,0.0,2.0,0.0,0.0,2.0
last,4.0,5.0,9.0,8.0,26.0
lastli,5.0,2.0,12.0,8.0,27.0
late,9.0,0.0,8.0,2.0,19.0
latenc,0.0,1.0,0.0,0.0,1.0
latent,0.0,7.0,0.0,4.0,11.0
later,0.0,0.0,0.0,2.0,2.0
latest,0.0,1.0,3.0,0.0,4.0
lathyrit,0.0,0.0,0.0,2.0,2.0
latin,0.0,3.0,0.0,0.0,3.0
latinoown,0.0,0.0,0.0,4.0,4.0
latter,0.0,0.0,0.0,6.0,6.0
lattic,0.0,2.0,0.0,0.0,2.0
latticebas,0.0,1.0,0.0,0.0,1.0
launch,0.0,4.0,8.0,14.0,26.0
launder,0.0,6.0,0.0,0.0,6.0
laundri,0.0,0.0,1.0,10.0,11.0
law,3.0,0.0,2.0,0.0,5.0
lawsuit,0.0,0.0,5.0,0.0,5.0
lawyer,2.0,0.0,0.0,0.0,2.0
layer,0.0,28.0,1.0,0.0,29.0
layout,0.0,1.0,21.0,0.0,22.0
lea,0.0,3.0,0.0,0.0,3.0
lead,16.0,16.0,25.0,14.0,71.0
leader,0.0,0.0,8.0,0.0,8.0
leadership,0.0,0.0,1.0,6.0,7.0
leadtim,0.0,0.0,0.0,2.0,2.0
leaf,4.0,1.0,0.0,2.0,7.0
leaflet,1.0,0.0,1.0,4.0,6.0
leak,0.0,9.0,0.0,2.0,11.0
leakag,0.0,8.0,0.0,0.0,8.0
leam,1.0,0.0,0.0,0.0,1.0
lean,0.0,1.0,0.0,2.0,3.0
learn,70.0,311.0,13.0,6.0,400.0
learnabl,0.0,3.0,0.0,0.0,3.0
learnedbas,0.0,1.0,0.0,0.0,1.0
learner,0.0,19.0,0.0,0.0,19.0
learnin,1.0,0.0,0.0,0.0,1.0
learningbas,0.0,1.0,0.0,0.0,1.0
least,15.0,5.0,11.0,6.0,37.0
leav,0.0,2.0,3.0,2.0,7.0
leavingbas,0.0,0.0,1.0,0.0,1.0
lebak,0.0,0.0,0.0,8.0,8.0
lechon,0.0,0.0,0.0,4.0,4.0
lectur,2.0,3.0,0.0,0.0,5.0
led,0.0,2.0,0.0,0.0,2.0
ledger,0.0,3.0,0.0,0.0,3.0
leed,0.0,0.0,0.0,2.0,2.0
left,1.0,1.0,0.0,4.0,6.0
legaci,0.0,9.0,0.0,0.0,9.0
legal,0.0,2.0,6.0,8.0,16.0
legend,8.0,0.0,0.0,0.0,8.0
legisl,1.0,0.0,1.0,0.0,2.0
legitim,0.0,2.0,0.0,0.0,2.0
leicest,0.0,0.0,0.0,2.0,2.0
leisur,0.0,0.0,1.0,0.0,1.0
lemon,0.0,0.0,0.0,2.0,2.0
len,0.0,0.0,1.0,0.0,1.0
lenc,0.0,1.0,0.0,0.0,1.0
lend,8.0,0.0,12.0,6.0,26.0
lender,9.0,0.0,0.0,0.0,9.0
lene,1.0,0.0,0.0,0.0,1.0
lenet5,0.0,2.0,0.0,0.0,2.0
leng,0.0,2.0,0.0,0.0,2.0
length,0.0,3.0,0.0,0.0,3.0
lenient,0.0,0.0,23.0,0.0,23.0
lens,0.0,1.0,0.0,0.0,1.0
lent,0.0,0.0,1.0,0.0,1.0
lentifi,0.0,1.0,0.0,0.0,1.0
leonardo,0.0,0.0,0.0,2.0,2.0
lerg,1.0,0.0,0.0,0.0,1.0
leshan,0.0,0.0,0.0,4.0,4.0
lesion,0.0,11.0,0.0,0.0,11.0
less,10.0,13.0,46.0,32.0,101.0
lessen,12.0,4.0,4.0,12.0,32.0
lesser,0.0,1.0,0.0,6.0,7.0
lesson,13.0,0.0,0.0,2.0,15.0
let,8.0,0.0,1.0,0.0,9.0
letter,0.0,3.0,4.0,2.0,9.0
level,78.0,61.0,78.0,32.0,249.0
level2a,0.0,1.0,0.0,0.0,1.0
levenshtein,0.0,2.0,0.0,0.0,2.0
leverag,0.0,12.0,2.0,4.0,18.0
lexic,0.0,4.0,1.0,0.0,5.0
lexicon,0.0,1.0,0.0,0.0,1.0
liber,1.0,0.0,1.0,4.0,6.0
liberalis,0.0,0.0,1.0,0.0,1.0
libertad,0.0,0.0,4.0,2.0,6.0
libona,0.0,0.0,0.0,2.0,2.0
libra,1.0,0.0,0.0,0.0,1.0
librak,1.0,0.0,0.0,0.0,1.0
librari,34.0,16.0,1.0,0.0,51.0
librarian,9.0,3.0,0.0,0.0,12.0
licat,0.0,0.0,0.0,2.0,2.0
licens,0.0,0.0,0.0,6.0,6.0
lie,2.0,0.0,1.0,2.0,5.0
liek,1.0,0.0,0.0,0.0,1.0
lieu,0.0,1.0,0.0,0.0,1.0
life,66.0,16.0,9.0,14.0,105.0
lifecycl,0.0,4.0,0.0,0.0,4.0
lifesav,0.0,1.0,0.0,0.0,1.0
lifespan,0.0,1.0,0.0,0.0,1.0
lifestar,0.0,0.0,4.0,0.0,4.0
lifestyl,3.0,1.0,12.0,2.0,18.0
lift,3.0,1.0,1.0,0.0,5.0
light,21.0,18.0,33.0,2.0,74.0
lighter,0.0,1.0,0.0,2.0,3.0
lightgbm,0.0,2.0,0.0,0.0,2.0
lightweight,2.0,1.0,0.0,4.0,7.0
ligt,1.0,0.0,0.0,0.0,1.0
likabilti,0.0,0.0,1.0,0.0,1.0
likabl,0.0,0.0,3.0,0.0,3.0
like,55.0,35.0,46.0,24.0,160.0
likelihood,0.0,2.0,5.0,0.0,7.0
likert,2.0,1.0,35.0,2.0,40.0
likertscal,0.0,0.0,7.0,0.0,7.0
likerttyp,0.0,0.0,1.0,0.0,1.0
likewis,0.0,1.0,1.0,4.0,6.0
lima,0.0,1.0,0.0,0.0,1.0
limaperu,0.0,1.0,0.0,0.0,1.0
limb,0.0,1.0,0.0,0.0,1.0
limit,8.0,21.0,35.0,18.0,82.0
limitationsimpl,0.0,0.0,4.0,4.0,8.0
limitationsimplicationsempir,0.0,0.0,1.0,0.0,1.0
limiteddomain,2.0,0.0,0.0,0.0,2.0
line,7.0,7.0,12.0,16.0,42.0
linear,0.0,21.0,1.0,0.0,22.0
ling,1.0,0.0,0.0,0.0,1.0
lingig,0.0,0.0,0.0,4.0,4.0
lingspam,0.0,1.0,0.0,0.0,1.0
linguist,0.0,5.0,0.0,0.0,5.0
link,5.0,15.0,4.0,2.0,26.0
linkag,0.0,3.0,5.0,2.0,10.0
linkedin,0.0,0.0,1.0,0.0,1.0
linkert,0.0,0.0,1.0,0.0,1.0
liquid,0.0,0.0,3.0,10.0,13.0
lisi,0.0,0.0,0.0,2.0,2.0
lisrel,0.0,0.0,1.0,0.0,1.0
list,5.0,5.0,19.0,8.0,37.0
listen,1.0,1.0,0.0,0.0,2.0
literaci,0.0,0.0,3.0,2.0,5.0
literari,0.0,10.0,0.0,0.0,10.0
literatur,0.0,22.0,45.0,8.0,75.0
litig,0.0,0.0,29.0,0.0,29.0
litter,0.0,2.0,0.0,0.0,2.0
littl,2.0,3.0,5.0,4.0,14.0
live,30.0,10.0,7.0,22.0,69.0
livelihood,0.0,0.0,3.0,52.0,55.0
livelinood,0.0,0.0,1.0,4.0,5.0
liverpool,0.0,0.0,0.0,2.0,2.0
livestock,0.0,0.0,1.0,24.0,25.0
lize,0.0,2.0,0.0,0.0,2.0
lmss,0.0,2.0,0.0,0.0,2.0
load,14.0,25.0,5.0,8.0,52.0
loadbear,0.0,0.0,0.0,2.0,2.0
loami,0.0,0.0,0.0,2.0,2.0
loan,1.0,0.0,58.0,20.0,79.0
lobbi,0.0,0.0,3.0,0.0,3.0
local,27.0,25.0,16.0,92.0,160.0
locat,159.0,21.0,31.0,126.0,337.0
locationbas,6.0,0.0,0.0,0.0,6.0
lock,16.0,1.0,1.0,0.0,18.0
lockdown,0.0,1.0,5.0,0.0,6.0
log,7.0,0.0,0.0,0.0,7.0
logarithm,0.0,1.0,0.0,0.0,1.0
logbook,3.0,0.0,0.0,0.0,3.0
logic,13.0,13.0,2.0,2.0,30.0
login,3.0,1.0,0.0,0.0,4.0
logist,0.0,17.0,10.0,0.0,27.0
logo,0.0,0.0,0.0,2.0,2.0
lollipop,12.0,0.0,0.0,0.0,12.0
london,0.0,0.0,0.0,2.0,2.0
long,9.0,16.0,11.0,18.0,54.0
longdist,0.0,1.0,0.0,0.0,1.0
longer,7.0,1.0,4.0,4.0,16.0
longitudin,0.0,0.0,3.0,0.0,3.0
longlast,0.0,0.0,1.0,0.0,1.0
longo,0.0,0.0,0.0,4.0,4.0
longrang,0.0,1.0,0.0,0.0,1.0
longrun,0.0,0.0,1.0,0.0,1.0
longshort,0.0,2.0,0.0,0.0,2.0
longterm,0.0,2.0,4.0,8.0,14.0
longtermshort,0.0,1.0,0.0,0.0,1.0
lontara,0.0,6.0,0.0,0.0,6.0
look,13.0,8.0,10.0,14.0,45.0
loop,0.0,4.0,1.0,2.0,7.0
lopez,0.0,0.0,1.0,2.0,3.0
lose,6.0,0.0,0.0,2.0,8.0
loss,0.0,19.0,3.0,10.0,32.0
lost,6.0,0.0,2.0,0.0,8.0
lot,2.0,1.0,0.0,0.0,3.0
lotcid,0.0,1.0,0.0,0.0,1.0
loud,0.0,1.0,0.0,0.0,1.0
love,8.0,0.0,9.0,2.0,19.0
lovebecomesh,0.0,0.0,3.0,0.0,3.0
lover,0.0,0.0,0.0,2.0,2.0
low,1.0,0.0,0.0,0.0,1.0
lowcalori,0.0,0.0,0.0,2.0,2.0
lowcost,2.0,2.0,0.0,0.0,4.0
lower,1.0,17.0,5.0,16.0,39.0
lowerdimension,0.0,1.0,0.0,0.0,1.0
lowest,0.0,4.0,25.0,2.0,31.0
lowlevel,0.0,1.0,0.0,0.0,1.0
lownutrt,0.0,0.0,0.0,2.0,2.0
lowrank,0.0,1.0,0.0,0.0,1.0
lowvalu,0.0,0.0,0.0,2.0,2.0
loyal,0.0,0.0,6.0,0.0,6.0
loyalti,0.0,0.0,49.0,0.0,49.0
lsp,0.0,0.0,1.0,0.0,1.0
lstm,0.0,26.0,0.0,0.0,26.0
lterek,1.0,0.0,0.0,0.0,1.0
luat,0.0,0.0,1.0,0.0,1.0
lucki,0.0,0.0,0.0,2.0,2.0
lucr,0.0,1.0,1.0,2.0,4.0
lude,0.0,1.0,0.0,0.0,1.0
ludic,0.0,1.0,0.0,0.0,1.0
lui,0.0,0.0,0.0,2.0,2.0
lumabat,2.0,0.0,0.0,0.0,2.0
lumpur,0.0,1.0,0.0,0.0,1.0
luna,0.0,0.0,1.0,0.0,1.0
lunao,0.0,0.0,0.0,6.0,6.0
lunch,0.0,0.0,0.0,2.0,2.0
lung,0.0,8.0,0.0,0.0,8.0
luvanderako,0.0,0.0,0.0,4.0,4.0
luxuri,0.0,0.0,1.0,0.0,1.0
lynn,0.0,0.0,0.0,2.0,2.0
machin,30.0,125.0,5.0,32.0,192.0
machinelearn,2.0,0.0,0.0,0.0,2.0
machineri,0.0,0.0,0.0,20.0,20.0
mack,0.0,0.0,0.0,2.0,2.0
macro,0.0,0.0,1.0,0.0,1.0
macroeconom,0.0,0.0,3.0,0.0,3.0
macronutri,0.0,1.0,0.0,0.0,1.0
macroscop,0.0,2.0,0.0,0.0,2.0
macular,0.0,1.0,0.0,0.0,1.0
made,28.0,15.0,19.0,40.0,102.0
magallan,0.0,0.0,8.0,2.0,10.0
magazin,0.0,0.0,3.0,0.0,3.0
maghreb,0.0,1.0,0.0,0.0,1.0
magnet,0.0,4.0,0.0,0.0,4.0
magnitud,9.0,0.0,2.0,0.0,11.0
maharashtra,0.0,0.0,2.0,0.0,2.0
mahay,1.0,0.0,0.0,4.0,5.0
maia,1.0,0.0,0.0,0.0,1.0
maibu,0.0,0.0,0.0,8.0,8.0
maida,0.0,0.0,0.0,2.0,2.0
mail,2.0,0.0,0.0,0.0,2.0
main,30.0,41.0,28.0,30.0,129.0
mainli,21.0,7.0,3.0,8.0,39.0
mainstream,0.0,2.0,1.0,0.0,3.0
maintain,12.0,17.0,16.0,6.0,51.0
mainten,5.0,3.0,2.0,2.0,12.0
maiz,0.0,0.0,0.0,12.0,12.0
major,30.0,25.0,29.0,30.0,114.0
majorli,0.0,0.0,0.0,2.0,2.0
makassares,0.0,1.0,0.0,0.0,1.0
make,156.0,54.0,54.0,54.0,318.0
maker,3.0,6.0,4.0,0.0,13.0
makespan,0.0,1.0,0.0,0.0,1.0
makeup,0.0,0.0,0.0,2.0,2.0
makin,0.0,1.0,0.0,0.0,1.0
makinarya,0.0,0.0,0.0,4.0,4.0
malambuon,0.0,0.0,4.0,0.0,4.0
malanang,0.0,0.0,0.0,2.0,2.0
malaysia,0.0,15.0,4.0,2.0,21.0
malaysian,0.0,0.0,1.0,0.0,1.0
male,0.0,0.0,6.0,0.0,6.0
malfunct,1.0,1.0,0.0,0.0,2.0
malici,0.0,18.0,0.0,0.0,18.0
malign,0.0,12.0,0.0,0.0,12.0
mall,0.0,1.0,30.0,0.0,31.0
mallow,12.0,0.0,0.0,0.0,12.0
malmquist,0.0,0.0,1.0,0.0,1.0
malnourish,0.0,0.0,0.0,2.0,2.0
malnutrit,0.0,0.0,0.0,6.0,6.0
maltbas,0.0,0.0,1.0,0.0,1.0
malunggay,0.0,0.0,0.0,4.0,4.0
malw,0.0,1.0,0.0,0.0,1.0
malwar,0.0,11.0,0.0,0.0,11.0
mammogram,0.0,7.0,0.0,0.0,7.0
man,0.0,0.0,0.0,2.0,2.0
manag,136.0,79.0,321.0,152.0,688.0
managemeni,1.0,0.0,0.0,0.0,1.0
managementstandard,0.0,0.0,2.0,0.0,2.0
manageri,0.0,1.0,13.0,8.0,22.0
manapa,0.0,0.0,4.0,0.0,4.0
mandacpan,0.0,0.0,0.0,2.0,2.0
mandat,1.0,0.0,2.0,2.0,5.0
mandatori,0.0,1.0,1.0,4.0,6.0
manet,0.0,10.0,0.0,0.0,10.0
mang,0.0,0.0,2.0,0.0,2.0
manger,0.0,0.0,1.0,0.0,1.0
mango,3.0,0.0,0.0,14.0,17.0
mani,22.0,50.0,32.0,18.0,122.0
manifest,0.0,2.0,0.0,2.0,4.0
manifold,0.0,0.0,0.0,2.0,2.0
manila,0.0,0.0,0.0,2.0,2.0
manipul,11.0,10.0,2.0,0.0,23.0
mankind,0.0,1.0,0.0,0.0,1.0
manko,0.0,0.0,1.0,0.0,1.0
manner,1.0,4.0,2.0,2.0,9.0
mannerth,0.0,0.0,1.0,0.0,1.0
manobo,4.0,0.0,0.0,0.0,4.0
manok,0.0,0.0,0.0,4.0,4.0
manokni,0.0,0.0,0.0,2.0,2.0
manpow,0.0,6.0,7.0,0.0,13.0
mantra,0.0,0.0,1.0,0.0,1.0
manual,109.0,16.0,4.0,10.0,139.0
manualbas,2.0,0.0,0.0,0.0,2.0
manufactur,4.0,3.0,27.0,74.0,108.0
maon,0.0,0.0,0.0,2.0,2.0
map,44.0,32.0,0.0,2.0,78.0
mape,0.0,8.0,0.0,0.0,8.0
mapreduc,0.0,1.0,0.0,0.0,1.0
mar,1.0,1.0,0.0,0.0,2.0
maral,0.0,0.0,1.0,0.0,1.0
marathi,0.0,5.0,0.0,0.0,5.0
marbcc,0.0,0.0,2.0,0.0,2.0
marbl,0.0,0.0,0.0,22.0,22.0
march,0.0,3.0,2.0,4.0,9.0
marcot,0.0,0.0,0.0,2.0,2.0
mare,1.0,0.0,0.0,0.0,1.0
margin,0.0,0.0,5.0,28.0,33.0
mariadb,3.0,0.0,0.0,0.0,3.0
marin,0.0,1.0,0.0,0.0,1.0
marit,0.0,0.0,3.0,0.0,3.0
mark,0.0,1.0,2.0,4.0,7.0
marker,0.0,9.0,0.0,0.0,9.0
market,14.0,16.0,351.0,358.0,739.0
marketingemarket,0.0,0.0,1.0,0.0,1.0
marketplac,5.0,0.0,5.0,2.0,12.0
markov,0.0,3.0,1.0,0.0,4.0
markup,0.0,2.0,0.0,4.0,6.0
marri,0.0,1.0,0.0,0.0,1.0
marriag,0.0,0.0,1.0,0.0,1.0
marsh,13.0,0.0,0.0,0.0,13.0
marshal,2.0,0.0,0.0,0.0,2.0
marshmallow,3.0,0.0,0.0,0.0,3.0
martian,0.0,1.0,0.0,0.0,1.0
martin,0.0,0.0,0.0,2.0,2.0
masao,2.0,0.0,0.0,4.0,6.0
masculin,0.0,0.0,1.0,0.0,1.0
masemamnanrameranumaninsinntyennanysasinanrunatpastnnnseunsasensstettensinmntonsnnneparst,0.0,0.0,0.0,2.0,2.0
mask,8.0,17.0,0.0,0.0,25.0
masonri,0.0,0.0,0.0,4.0,4.0
mass,0.0,3.0,3.0,0.0,6.0
massag,0.0,0.0,4.0,0.0,4.0
massiv,3.0,5.0,0.0,4.0,12.0
master,3.0,9.0,1.0,0.0,13.0
masterslav,0.0,1.0,0.0,0.0,1.0
match,17.0,13.0,0.0,0.0,30.0
mate,1.0,0.0,0.0,0.0,1.0
maten,0.0,0.0,1.0,0.0,1.0
mater,1.0,0.0,0.0,0.0,1.0
materi,18.0,8.0,12.0,64.0,102.0
matern,0.0,1.0,0.0,0.0,1.0
math,6.0,0.0,0.0,0.0,6.0
mathemat,7.0,10.0,0.0,2.0,19.0
matlab,0.0,3.0,0.0,0.0,3.0
matric,0.0,2.0,0.0,2.0,4.0
matrix,0.0,7.0,1.0,8.0,16.0
matt,0.0,0.0,1.0,0.0,1.0
mattbas,0.0,0.0,1.0,0.0,1.0
matter,5.0,7.0,5.0,2.0,19.0
matuan,0.0,0.0,1.0,0.0,1.0
matur,0.0,5.0,1.0,2.0,8.0
maug,0.0,0.0,0.0,2.0,2.0
mauritiu,0.0,0.0,3.0,0.0,3.0
max,0.0,0.0,1.0,0.0,1.0
maxi,0.0,1.0,0.0,0.0,1.0
maxim,0.0,3.0,7.0,8.0,18.0
maxima,0.0,2.0,0.0,0.0,2.0
maximum,2.0,5.0,6.0,8.0,21.0
maxqda,0.0,0.0,1.0,0.0,1.0
mayana,0.0,0.0,0.0,2.0,2.0
mayb,2.0,0.0,2.0,0.0,4.0
mazao,0.0,0.0,0.0,8.0,8.0
mbti,0.0,0.0,1.0,0.0,1.0
mccb,0.0,0.0,2.0,0.0,2.0
mcdm,0.0,4.0,0.0,0.0,4.0
mcp3008,2.0,0.0,0.0,0.0,2.0
meal,0.0,10.0,0.0,8.0,18.0
mean,135.0,39.0,152.0,12.0,338.0
meaning,0.0,4.0,1.0,0.0,5.0
meant,0.0,1.0,0.0,0.0,1.0
meanwhil,0.0,1.0,1.0,0.0,2.0
measur,39.0,58.0,69.0,30.0,196.0
meat,0.0,0.0,0.0,30.0,30.0
meati,0.0,0.0,1.0,0.0,1.0
meatshop,0.0,0.0,0.0,2.0,2.0
mebil,1.0,0.0,0.0,0.0,1.0
mechan,29.0,19.0,17.0,10.0,75.0
mechel,0.0,1.0,0.0,0.0,1.0
medan,0.0,0.0,0.0,4.0,4.0
medblog,0.0,1.0,0.0,0.0,1.0
media,1.0,17.0,114.0,14.0,146.0
median,0.0,3.0,0.0,0.0,3.0
mediat,0.0,0.0,16.0,0.0,16.0
medic,17.0,29.0,4.0,0.0,50.0
medicin,12.0,3.0,0.0,2.0,17.0
medium,5.0,1.0,13.0,4.0,23.0
mediums,0.0,2.0,1.0,0.0,3.0
meee,2.0,1.0,0.0,0.0,3.0
meer,1.0,0.0,0.0,0.0,1.0
meet,6.0,15.0,20.0,22.0,63.0
mekong,0.0,0.0,2.0,0.0,2.0
melaka,0.0,1.0,0.0,0.0,1.0
melanin,0.0,1.0,0.0,0.0,1.0
melanocyt,0.0,2.0,0.0,0.0,2.0
melanoma,0.0,6.0,0.0,0.0,6.0
melt,1.0,0.0,0.0,0.0,1.0
memaneri,1.0,0.0,0.0,0.0,1.0
member,2.0,7.0,41.0,58.0,108.0
memberborrow,0.0,0.0,0.0,8.0,8.0
membersborrow,0.0,0.0,1.0,0.0,1.0
membership,0.0,4.0,3.0,0.0,7.0
memborsborrow,0.0,0.0,1.0,0.0,1.0
membran,0.0,1.0,0.0,0.0,1.0
memor,0.0,0.0,2.0,0.0,2.0
memorabilti,0.0,0.0,1.0,0.0,1.0
memorandum,0.0,0.0,0.0,2.0,2.0
memori,0.0,24.0,2.0,0.0,26.0
meng,1.0,0.0,0.0,0.0,1.0
menial,2.0,0.0,0.0,0.0,2.0
