Terms,Weights
consequ,1.0216279069767442
conserv,1.0133333333333334
consid,1.0237954545454546
consider,1.024
consist,1.0215217391304348
consolid,1.028695652173913
constant,1.026470588235294
constantli,1.0277777777777777
constitu,1.015
constitut,1.0244736842105264
constrain,1.0211764705882354
constraint,1.026181818181818
construct,1.0259239130434783
consult,0.0
consum,1.0265486725663717
consumpt,1.0244642857142856
contact,1.0268508287292817
contagi,0.0
contain,1.0208695652173914
contamin,1.026
contemporari,1.0195
content,1.0227941176470587
context,1.0196907216494846
contextu,1.02
contin,1.0225
conting,1.0257142857142858
continu,1.02098814229249
contract,1.0249295774647886
contractor,1.0295081967213116
contrast,1.0275675675675675
contribut,1.0249134948096885
control,1.02560794044665
conveni,1.0229411764705882
convent,1.023013698630137
converg,0.0
convers,1.024
convert,1.0228
convey,1.02
convolut,0.0
cook,1.028723404255319
cool,1.0275
cooper,1.028516129032258
coordin,1.0181132075471697
cope,1.021923076923077
copi,1.0169230769230768
core,1.0214285714285714
corn,1.0248936170212766
corner,1.024
corona,1.02625
coronaviru,1.0236470588235294
coronavirus,1.0257142857142858
corpor,1.025207100591716
correct,1.0265217391304349
correctli,1.0252
correl,1.025
correspond,1.0257692307692308
cost,1.0225613079019074
costeffect,1.027
costli,1.0231428571428571
cottag,0.0
cough,1.027391304347826
could,1.0198214285714287
council,1.0233333333333334
counsel,1.024375
count,1.0252631578947369
counter,1.0176470588235293
counterpart,1.02
countri,1.0197504798464492
coupl,1.0207142857142857
cours,1.0263829787234042
court,0.0
cover,1.023421052631579
covid,1.0214285714285714
covid19,1.0201315789473684
crack,1.02
crank,0.0
crash,1.028125
creat,1.0197058823529412
creation,1.0203076923076924
creativ,1.021
creator,1.0225
credenti,0.0
credibl,1.0253846153846153
credit,1.0296745027124774
creditworthi,0.0
crime,1.0279611650485436
crimin,1.015
crise,1.025
crisi,1.0272222222222223
crisob,0.0
cristob,0.0
criteria,1.025
critic,1.022016129032258
crop,1.0206666666666666
crore,1.0278571428571428
cross,1.0231428571428571
crowd,1.0171428571428571
crucial,1.0248684210526315
crude,0.0
crystal,1.026470588235294
cue,0.0
cultiv,1.0214285714285714
cultur,1.0232258064516129
cumul,0.0
currenc,1.0232258064516129
current,1.0197772828507796
curriculum,1.0290625
custom,1.0272422360248448
cut,1.0229411764705882
cutter,0.0
cyber,0.0
cybersecur,0.0
cycl,1.0211764705882354
cylind,1.0266666666666666
daili,1.021875
damag,1.0213333333333334
danger,1.028421052631579
dark,1.02625
data,1.0264996704021094
databas,1.0288095238095238
date,1.027920792079208
day,1.0275510204081633
daytoday,1.025
dead,1.0286363636363636
deaf,0.0
deal,1.0222137404580152
dean,0.0
death,1.026842105263158
decad,1.0194318181818183
decemb,1.0261111111111112
decid,1.0273575129533679
decis,1.0207163323782236
decisionmak,1.0225
declar,1.0223076923076924
declin,1.0253846153846153
decor,1.0275
decreas,1.0273732718894009
dedic,1.027
deduct,0.0
deem,1.0204545454545455
deep,1.0286633663366336
deepli,1.027
defect,1.0295
defend,1.0245454545454546
defens,0.0
defici,1.0218181818181817
deficit,1.0214285714285714
defin,1.0215
definit,1.0185106382978724
degrad,1.01
degre,1.016
delay,1.0243333333333333
deliber,1.0218181818181817
delinqu,1.0299147727272728
deliv,1.02353591160221
deliveri,1.0227638190954773
delta,0.0
demand,1.020872340425532
demograph,0.0
demonstr,1.0248
dengu,0.0
deni,1.025
densiti,1.0265384615384616
depart,1.0234926470588235
department,0.0
depe,0.0
depend,1.0217948717948717
depict,1.0276923076923077
deploy,1.0266037735849056
deposit,1.0285365853658537
depreci,1.02625
depress,1.021
depth,1.0234782608695652
deriv,1.015
dermatologist,0.0
describ,1.0258247422680413
descript,1.0227027027027027
design,1.0238021978021978
desir,1.0219354838709678
deskroom,0.0
despit,1.021304347826087
destin,1.018688524590164
destruct,1.025
detail,1.0250359712230215
detain,0.0
detect,1.0299471830985916
detector,0.0
deterior,1.026
determin,1.0205629139072847
devast,1.02625
develop,1.018638613861386
development,0.0
devic,1.02803738317757
devis,1.0275
devot,1.028
diagnos,0.0
diagnosi,1.029375
diagnost,1.0257142857142858
dialect,0.0
diarrhea,0.0
diastol,0.0
dictionari,1.025
die,1.0207692307692309
diet,1.024
dietari,1.0253846153846153
differ,1.0231086142322097
differenti,1.0205882352941176
difficult,1.0259239130434783
difficulti,1.0208064516129032
digit,1.024812030075188
dilemma,1.0166666666666666
dimens,1.0273809523809523
dimension,1.0166666666666666
diminish,1.025
direct,1.01875
directli,1.0192631578947369
director,1.0255882352941177
disabl,1.0285714285714285
disadvantag,1.0280645161290323
disast,1.0296703296703296
discern,1.0233333333333334
discharg,1.028421052631579
disciplin,0.0
disclosur,1.0275
discontinu,1.0253846153846153
discount,0.0
discov,1.0228
discoveri,1.0244897959183674
discret,1.0275
discrimin,1.0265384615384616
discuss,1.0255211267605633
diseas,1.0275581395348836
dish,1.0214285714285714
disinfect,0.0
disk,1.0275
disord,1.0258620689655173
dispatch,0.0
dispens,1.0278571428571428
display,1.0254237288135593
dispos,1.0226027397260273
disrupt,1.0197142857142858
dissatisfact,1.0253846153846153
dissemin,1.0245454545454546
distanc,1.0247752808988764
distinct,1.0246428571428572
distinguish,1.0257142857142858
distribut,1.02373786407767
district,1.0205714285714285
disturb,0.0
divers,1.02375
divid,1.0254794520547945
divis,1.0265384615384616
doctor,1.0279310344827586
document,1.0242372881355932
doesnt,1.0275
dog,0.0
dollar,1.027
domain,1.0275257731958762
domest,1.0221538461538462
domin,1.0182142857142857
done,1.0238666666666667
dont,1.0214285714285714
door,1.0246268656716417
doorstep,1.0257142857142858
dormitori,0.0
dose,1.02625
doubl,1.024
doubt,1.0171428571428571
download,1.0283333333333333
downtown,0.0
drain,1.0257142857142858
dramat,1.0247826086956522
drastic,1.0205263157894737
draw,1.0175
drawn,1.027
dream,1.02625
dress,1.02625
dri,1.0234782608695652
drink,1.015
drive,1.0194117647058825
driven,1.0225
driver,1.023936170212766
drop,1.0197142857142858
droplet,0.0
drought,1.027
drpedia,0.0
drrm,0.0
drug,1.0214285714285714
drunkdriv,0.0
dump,1.027
duplic,1.0225
durat,1.0248275862068965
duti,1.021111111111111
dynam,1.0250943396226415
earli,1.0252336448598132
earlier,1.0251785714285715
earn,1.02325
earth,1.027
earthquak,0.0
eas,1.0206557377049181
easi,1.021891891891892
easier,1.0242465753424657
easiest,0.0
easili,1.021526717557252
east,1.0196153846153846
eastern,1.0257142857142858
easytous,0.0
eat,1.0266666666666666
eclassroom,0.0
ecolog,1.0205263157894737
ecommerc,1.02525
econom,1.0224496644295302
economi,1.015
ecosystem,1.02
ecotour,0.0
edg,1.0291089108910891
edit,1.018
educ,1.0246153846153847
effect,1.0217602427921093
efficaci,1.027
effici,1.0225212464589235
effort,1.0215568862275448
egg,1.026470588235294
egypt,1.0266666666666666
eight,1.0275675675675675
either,1.017710843373494
elderli,1.026842105263158
elearn,1.028
electr,1.020892857142857
electron,1.0225773195876289
element,1.021
elementari,1.016875
elev,1.01875
elimin,1.0247058823529411
els,1.026
email,1.0289024390243902
embed,1.0287755102040816
embrac,1.0216666666666667
emerg,1.0225311203319503
emiss,1.0257142857142858
emot,1.0284023668639053
emphas,1.0209302325581395
emphasi,1.0234782608695652
empir,1.0265
employ,1.0186
employe,1.0259736842105263
empow,1.0214285714285714
empower,1.02625
empti,0.0
emul,1.0225
enabl,1.0219886363636363
enact,0.0
enclos,1.0266666666666666
encod,1.0252631578947369
encompass,1.0225
encount,1.0212727272727273
encourag,1.0196875
end,1.0258
endeavor,1.0171428571428571
endors,1.0292105263157896
endur,1.0266666666666666
energi,1.0276724137931035
enforc,1.0258139534883721
engag,1.0202816901408451
engin,1.0274850299401197
english,1.0288
enhanc,1.0199245283018867
enjoy,1.0217021276595746
enlarg,0.0
enorm,1.0208695652173914
enough,1.024950495049505
enrol,1.0295
ensur,1.018502994011976
entail,1.0231818181818182
enter,1.0227777777777778
enterpris,1.0202631578947368
entertain,1.0247368421052632
enthusiasm,1.015
entic,1.027
entir,1.0204166666666667
entiti,1.0245833333333334
entitl,1.0275675675675675
entranc,1.0255555555555556
entrepreneur,1.0272727272727273
entrepreneuri,0.0
entri,1.0225
environ,1.022
environment,1.021453488372093
envis,1.02
epidem,1.0276923076923077
equal,1.0204
equat,1.0261290322580645
equip,1.0212820512820513
equiti,0.0
equival,1.0205263157894737
error,1.0275257731958762
escap,1.027
especi,1.0202857142857142
essenc,1.0225
essenti,1.0197560975609756
establish,1.0191803278688525
estat,1.02625
estim,1.0227932960893855
etal,1.02625
ethic,1.0225
ethiopia,0.0
ethnic,1.026
europ,1.0218181818181817
european,1.0257142857142858
evacu,0.0
evacue,0.0
evad,0.0
evalu,1.023631284916201
even,1.0203478260869565
event,1.0172027972027973
eventu,1.02
ever,1.0201923076923076
everchang,0.0
evergrow,1.025
everi,1.0232258064516129
everybodi,0.0
everyday,1.0222222222222221
everyon,1.0216666666666667
everyth,1.0194117647058825
everywher,1.028
evid,1.0226027397260273
evolut,1.024
evolv,1.024
exacerb,1.025
exact,1.028392857142857
exactli,1.0276923076923077
exam,0.0
examin,1.0211445783132531
examine,0.0
exampl,1.0231428571428571
exce,1.0257142857142858
exceed,1.02625
excel,1.0194117647058825
except,1.024
excess,1.0185714285714287
exchang,1.0227184466019417
excit,1.0182608695652173
exclud,0.0
exclus,1.0246428571428572
execut,1.023076923076923
exempt,0.0
exercis,1.0254347826086956
exert,1.0171428571428571
exhaust,1.0221739130434782
exhibit,1.0248275862068965
exist,1.0193373493975904
exit,1.0227586206896553
expand,1.024857142857143
expans,1.0203225806451612
expect,1.0213432835820895
expenditur,1.026
expens,1.0241216216216216
experi,1.022904884318766
experienc,1.0246875
experiment,1.029423076923077
expert,1.028679245283019
expertis,1.0251020408163265
explain,1.0263157894736843
explan,1.0247058823529411
explicit,1.0225
explod,0.0
exploit,1.025
explor,1.0214285714285714
explos,1.0257142857142858
exponenti,1.0275675675675675
export,1.0273626373626374
expos,1.0225
exposur,1.0206896551724138
express,1.024375
extant,0.0
extem,1.025
extend,1.0246315789473683
extens,1.0256066945606694
extent,1.0217241379310344
extern,1.0232075471698112
extinguish,1.0245454545454546
extra,1.0225
extract,1.0283870967741935
extrem,1.0258823529411765
eye,1.0271428571428571
fabric,1.024
face,1.021241610738255
facebook,1.026218487394958
facemask,0.0
facet,1.0225
facetofac,1.0275
facial,0.0
facil,1.0236129032258066
facilit,1.0213223140495868
fact,1.018529411764706
factor,1.0246818181818182
factori,1.0194117647058825
faculti,0.0
fade,1.025
fail,1.0254794520547945
failur,1.0276315789473685
fair,1.0163636363636364
fake,1.027391304347826
fall,1.0226415094339623
fals,1.0290322580645161
fame,0.0
famili,1.0231325301204819
familiar,1.022
famou,1.0216666666666667
fan,1.0285
fare,1.027
farm,1.0265822784810126
farmer,1.023793103448276
fashion,1.029491525423729
fast,1.0225
faster,1.0214285714285714
fastest,1.0214285714285714
fault,0.0
favor,1.024
favour,1.0245454545454546
fear,1.026470588235294
feasibl,1.0225
featur,1.0278235294117648
februari,1.0283333333333333
feder,1.021923076923077
fee,1.0271875
feed,1.0234146341463415
feedback,1.018888888888889
feel,1.0264130434782608
feet,1.0278048780487805
felt,1.0271428571428571
femal,1.0215625
fenc,0.0
fertil,1.0205263157894737
fetch,1.025
fetu,0.0
fever,0.0
fewer,1.0257142857142858
fiction,1.0225
field,1.0234146341463415
fifteen,1.029
fifth,1.0247058823529411
fifti,1.02925
fight,1.02
fighter,0.0
figur,1.0260986547085202
file,1.0262773722627738
filipino,1.0272727272727273
fill,1.0249473684210526
filter,1.0277358490566038
final,1.028
financ,1.0252
financi,1.0233898305084745
find,1.0210160427807486
fine,1.025
finger,0.0
fingerprint,1.0272727272727273
finish,1.0286363636363636
fire,1.0291928251121076
firefight,0.0
firm,1.0272727272727273
first,1.022582056892779
firstli,1.02625
fiscal,1.025
fish,1.0291666666666666
fisher,1.0283333333333333
fisheri,1.0275
fisherman,0.0
fishpond,0.0
fit,1.02625
five,1.0234705882352941
fix,1.0229411764705882
flame,1.025
flat,1.0233333333333334
flavor,0.0
flaw,1.0278571428571428
fleet,1.0276923076923077
flexibl,1.0222413793103449
flight,0.0
float,1.0289285714285714
flood,1.0277570093457944
floor,0.0
flow,1.0202173913043477
flower,1.0282352941176471
fluctuat,1.027391304347826
fluid,1.0266666666666666
flush,0.0
flyer,0.0
fmcg,0.0
focu,1.022258064516129
focus,1.022987012987013
folk,1.026842105263158
follow,1.0257142857142858
food,1.0224710424710424
foot,0.0
forc,1.0205434782608696
forecast,1.0255
foreign,1.0247826086956522
forest,1.02875
forget,1.0276923076923077
forgotten,0.0
form,1.0215759312320918
formal,1.0205555555555557
format,1.0196153846153846
former,1.025
formul,1.0216666666666667
formula,1.0272727272727273
forth,1.0225
forti,1.0266666666666666
fortun,1.029
forum,1.025
forward,1.0203225806451612
foster,1.024
foul,0.0
found,1.0213389121338912
foundat,1.015
four,1.0236746987951808
fourth,1.0234782608695652
fragment,1.0275
frame,1.025
framework,1.026629213483146
franci,1.02625
fraud,1.02
free,1.0250434782608695
freedom,1.0166666666666666
freeli,1.0166666666666666
french,1.02
frequenc,1.0286764705882352
frequent,1.0213793103448277
fresh,1.0202325581395348
friday,1.0257142857142858
friend,1.0244615384615385
friendli,1.0241935483870968
front,1.0250819672131148
frontend,0.0
fruit,1.0225
frustrat,1.0257142857142858
fuel,1.0218181818181817
fulfil,1.020892857142857
full,1.0218181818181817
fulli,1.023013698630137
function,1.0224175824175825
fund,1.0205813953488372
fundament,1.0211764705882354
furnitur,1.0225
furthermor,1.0211904761904762
fuse,0.0
fusion,0.0
futur,1.0230588235294118
gadget,1.02625
gain,1.02184
gale,0.0
gallon,0.0
game,1.0294140625
gamebas,0.0
gameplay,0.0
gap,1.0207692307692309
garbag,1.0260655737704918
gase,1.02625
gate,1.0207692307692309
gather,1.0220143884892086
